text,text_name
"?<text_id=""D17N011"">
New hope in treating old age ills
AN over-the-counter supplement is being tested as a cheap, safe way to treat a wide range of the most common age and lifestyle-related diseases.
Instead of using medication for a single risk factor or disease pathway, Monash University researchers are testing whether carnosine can target the mechanisms that drive several chronic diseases. More than 2000 studies in animals and cells have shown its effects in preventing and treating type 2 diabetes, cardiovascular disease, dementia and cancer and delaying ageing.
The first human clinical trials using the supplement will involve 84 overweight and obese adults and 50 people with type 2 diabetes or pre-diabetes. Carnosine's effects will be measured on everything from body fat, blood pressure, blood glucose, sleep, depression and cognition.
""Unlike a drug that usually works on one pathway and improves only one risk factor, carnosine actually targets the mechanisms underlying many chronic diseases,"" Associate Professor Barbora de Courten said. ""It's cheap, water soluble and easy to mix into foods."" Carnosine naturally occurs in the muscles, heart and brain of humans and animals but not in large enough quantities for people to get enough through diet. The supplement is already marketed to improve exercise capacity and for its suggested anti-ageing properties.
",D17N011
"?<text_id=""W15N007"">
Nuts get tick from dietitians
Nuts have long been the enemy of anyone watching their weight but now experts believe they can help people slim and beat type 2 diabetes.
An international nutrition scientist speaking at this week's Dietitians Association of Australia's national conference in Perth says nuts have been wrongly maligned as a cause of weight gain.
Richard Mattes from Purdue University in Indiana, who is presenting findings on the brain's ""pleasure"" response to nuts, says that despite nuts being high in fat and energy dense, they help control weight because they make people feel satisfied.
The DAA recommends people have 30g or one-third of a cup of nuts a day, preferably raw, which is about 20 almonds or walnut halves.
Professor Mattes says having up to 40g a day is fine for most people. ""Epidemiological trials reveal no association or an inverse association between the frequency of nut consumption and weight gain, BMI or diabetes risk,"" he said. Clinical trials showed that a moderate portion of nuts, up to 40g a day, did not pose a risk for weight gain.
""Nuts may also be especially useful as a snack because they provide a wide range of nutrients while having little impact on daily energy intake,"" he said.
Professor Mattes said protein-rich nuts were satisfying because they suppressed hunger and people's tendency to snack even when they were not hungry.
This meant people were likely to eat less later in the day - and that made up for about three-quarters of the kilojoules in the nuts.
The cell walls of nuts were also resistant to digestion so up to one-fifth of their energy never became absorbed by the body. Professor Mattes said there was evidence that nuts also played a role in diabetes management because their fat and fibre reduced blood glucose levels after meals.
There was also a link between regular nut consumption and lower markers of insulin production.
According to the Australian Health Survey, 2.3 million people aged 15 years and over were on a diet to lose weight or for another health reason in 2011-12.
More than one in four adults are obese and another 35 per cent are overweight. CRACKING QUANTITY 20 Number of almonds, hazelnuts or walnut halves that make up 30g Source: Dietitians Association Australia
",W15N007
"?<text_id=""A13N003"">
Fruit stops diabetes, but junk the juices
An apple a day keeps the doctor away - if you eat it whole
EATING fruit lowers the risk of developing diabetes but drinking fruit juice seems to raise it, a large study suggests.
Blueberries, grapes and apples appear to be best at warding off diabetes, according to research suggesting that swapping juice for whole fruits will lower the risk of the disease.
Scientists suggest this may be because healthy nutrients are lost in the juicing process while sugar is absorbed more rapidly into the blood from liquids.
A team led by researchers at Harvard University looked at three studies that gathered data on 187,000 US nurses. They were asked about their eating habits every four years, and 6.5 per cent of them developed diabetes. People who ate three servings a week of blueberries had a 26 per cent lower chance of developing the disease, they found. Those regularly eating grapes and raisins had a 12 per cent reduced risk, and apples and pears cut the chances by 7 per cent.
People who ate prunes also had an 11 per cent reduced risk of type 2 diabetes after adjusting for other factors.
However, the study found that drinking fruit juice increased by 8 per cent the risk of developing type 2 diabetes.
The authors say that swapping three weekly servings of fruit juice for whole fruit reduced the diabetes risk by 7 per cent and more for many fruits. Replacing three servings a week of fruit juice with blueberries cut the risk by 33 per cent, while replacing juice with grapes and raisins cut the risk by 19 per cent.
The risk was also 14 per cent lower if juice was replaced with apples and pears, 13 per cent lower if replaced with bananas and 12 per cent lower if replaced with grapefruit, according to calculations adjusted for people's age and lifestyle.
""Greater consumption of specific whole fruits, particularly blueberries, grapes and apples, is significantly associated with a lower risk of type 2 diabetes, whereas greater consumption of fruit juice is associated with a higher risk,"" they write in the British Medical Journal. ""These results support recommendations on increasing consumption of a variety of whole fruits, especially blueberries, grapes and apples, as a measure for diabetes prevention.""
The researchers say these fruits contain a high level of compounds known as anthocyanins, which some research has suggested could protect against diabetes.
",A13N003
"?<text_id=""H13N012"">
Results create diabetes hope
TRANSPLANTS to cure Type 1 diabetes are closer to becoming mainstream treatments, with results from the Australian program showing its techniques can improve the experimental procedure around the world.
Twenty patients have received 43 islet cell transplants - including 21 transfers into 11 patients in Victoria - allowing them to produce insulin to the point they can reduce or abandon daily injections.
The Australian Islet Transplantation Program, which includes St Vincent's Institute of Medical Research, has made two major advances to improve the transplant procedure.
Results from a study, published in the American Journal of Transplantation, found that changing immunosuppression drugs could reduce kidney failure and still protect the transplant.
They also found their national transplant program, with islet cells isolated in Melbourne and Sydney, had helped.
""It really helps the case to move it to the mainstream, because the data is encouraging people to say, 'What I thought were pretty serious side-effects are manageable and justifiable',"" said SVI director Professor Tom Kay.
",H13N012
"?<text_id=""D14N015"">
Directors raid charity coffers
Diabetes NSW wants to pay board
EXCLUSIVE THE state's leading diabetes charity wants to use donations to pay its directors up to $950 an hour instead of spending the money to help the sick.
At its annual meeting on Tuesday, Diabetes NSW will seek permission to raid $300,000 from its budget to pay its directors, a move that will require the charity to change its constitution.
With its nine directors only required to do between 30 and 120 hours of work a year, the $300,000 translates to between $280 and $950 an hour.
Diabetes NSW sources its revenue from private donors, sponsors and government grants.
A copy of the organisation's agenda for the AGM says the justification for the payment is that ""the workload and demands on the company continues to increase with the growing number of people diagnosed with diabetes"".
The board has been cut from 15 people to nine and in the agenda Diabetes NSW says the pay level is necessary because ""demands made upon directors continue to increase at all levels"".
The agenda states that board members spend 30 to 40 hours a year attending meetings, and most spend another 40 hours a year ""reading"" for their role as board members. Some of those who are on committees for the organisation ""can add an additional 40 to 80 hours of preparation and attendance at meetings"", the agenda says.
""As such, the company has determined that a total remuneration figure of $300,000 should be distributed amongst the board."" If endorsed at Tuesday's AGM it will be the first time in the charity's history that directors have been paid.
A spokeswoman for Diabetes NSW said the growing number of people diagnosed with diabetes made this necessary. ""A problem this size requires a sound and well thought through business response,"" she said.
",D14N015
"?<text_id=""C13NN005"">
The latest technology in diabetic care
IF you have diabetes you need to take extra care of your feet. Diabetes sufferers can experience decreased feeling and blood supply to the feet can be reduced. For those with diabetes there is no such thing as a minor cut, graze or bruise on the foot. When the feeling and blood supply to the feet is reduced, it can prevent you from realising you have a cut or blister. Due to the reduced blood supply, simple injuries such as these take longer to heal and can become infected, or worse, gangrenous. The Walking Clinic can assist you with the full range of diabetes foot care, from simple advice on how to inspect your feet daily for any changes, to the best type of footwear and how to protect your feet from injury. The team uses the latest technology for the diagnosis and management of diabetic conditions. The Walking Clinic uses a doppler to establish blood flow and blood pressure to the feet and toes. A neurothesiometer is also used to measure the ability of the feet to respond to sensation. It uses vibration at different levels to do this. Diabetes can cause the nerves to become attacked by the increase in glucose, reducing the ability of the nerve fibres to transfer sensation, which results in neuropathy (loss of feeling). The clinic recommends that you have a six-monthly assessment to detect any changes early before they become a problem. As well as examining your circulation, The Walking Clinic will look for general foot conditions which may lead to future problems and will also work with you to show you how to monitor your own feet in between consultations. For more information, phone 6249 1758 or visit www.walkingclinic.com.au
",C13NN005
"?<text_id=""C16N003"">
Diabetes study offers hope of no injections
Injecting insulin is a daily occurrence.
A cure for type 1 diabetes is closer than ever after scientists showed they can switch off the disease for six months in animals, which would equate to several years in humans.
Researchers at Harvard University discovered how to make huge quantities of insulin-producing cells; now a team at the Massachusetts Institute of Technology (MIT) has proven that planting the cells into mice can restore insulin function for a significant time. They hope to try the treatment in humans within the next two years. If it is successful, it could mean the end of daily insulin injections for the 400,000 people in Britain living with Type 1 diabetes: they would just need a transfusion of engineered cells every few years.
""We are excited by these results, and are working hard to advance this technology to the clinic,"" said Dr Daniel Anderson, professor of applied biology at MIT.
Type 1 diabetes is an autoimmune condition that causes the pancreas to stop producing insulin, the hormone that regulates blood glucose levels. Too much glucose d can seriously damage the body's organs over time, so sufferers must test their blood-sugar levels throughout the day - by either pricking their fingers to draw blood or using a continuous glucose monitor. While diabetics can keep their glucose levels under general control by injecting insulin, that does not provide the fine-tuning necessary to properly control metabolism, which can lead to devastating complications such as blindness. Around 10 per cent of all diabetes is type 1, but it is the most common type of childhood diabetes, affecting 29,000 young people in Britain.
The Harvard team used embryonic stem cells to produce human insulin-producing cells equivalent in almost every way to normally functioning cells. When implanted in mice, the cells began producing insulin in response to blood glucose levels and were able to maintain blood glucose within a healthy range for 174 days.
",C16N003
"?<text_id=""W13N001"">

 The nation's love affair with junk food and sugary drinks is not just expanding our waistlines. Evidence is mounting that it is also playing havoc with how our brains function and potentially putting people on the path to dementia.
Insulin resistance, a hallmark of diabetes, appears to play a role in the progression of dementia, according to researchers.
And it is this, combined with the discovery that, like the pancreas, the brain produces insulin, that has some experts increasingly convinced that some cases of Alzheimer's disease could possibly be a new form of diabetes, or ""type 3 diabetes"" as it is controversially called sometimes.
Experts say this could have implications for projections of dementia cases into the future, with the predicted wave of new cases - 3 million between now and 2050 - possibly doubling when factoring in the massive rise in obesity and type 2 diabetes.
It is already known that type 2 diabetics have a 50 per cent increased chance of developing dementia.
Insulin is necessary to allow brain cells to convert glucose into energy to function properly, so when there is a dysfunction of insulin in the body it can affect the brain.
But animal studies indicate insulin might have some additional roles in brain cells, according to Alzheimer's Australia national research manager Chris Hatherly.
""Insulin might be associated particularly with clearing out some of the toxic proteins which form in the brains of people with Alzheimer's disease, but that is a little more speculative at the moment,"" he said.
""This effect has been observed in some studies but we are not sure how or why or to what extent it might apply to humans as well.""
Scientists are now investigating whether treating problems with insulin regulation in the brain could improve people's mental function or possibly stop or reverse damage caused by Alzheimer's disease.
Some animal and lab-based studies had shown improved brain function in brain tissue when insulin was applied and scientists in Seattle have given insulin to patients under controlled conditions and found an improvement in their memory.
Other studies where Alzheimer's patients were given coconut oil also had intriguing results.
Their brains appeared able to metabolise the coconut oil well, compensating for the inability to use glucose.
Professor Ralph Martins, from the McCusker Alzheimer's Research Foundation, said the ""type 3"" hypothesis had been debated for a few years and the evidence to support it was growing stronger.
""Definitely insulin seems to be a major player in this whole story,"" he said.
""We know for example that when you have high insulin levels as a result of the challenges of metabolising glucose, it has an impact on raising the amyloid levels - amyloid is another protein that is toxic to brain cells and builds up in response to high insulin.""
People with a genetic risk factor for late-onset Alzheimer's known as APOE4 had an altered metabolism of insulin and fat, both of which were associated with cardiovascular disease and Alzheimer's disease, he said
Professor Martins, who is involved in the Australian Imaging, Biomarker & Lifestyle Flagship Study of Ageing investigating which biomarkers, cognitive characteristics, and health and lifestyle factors play a role in the development of Alzheimer's disease, said diet was an important factor in the development of Alzheimer's.
""What we have done, which is unique in the world, is that we have compared eating habits with the build up of amyloid in the brain,"" he said.
""Those who adhere strongly to the Mediterranean diet tend to have lower levels of amyloid in the brain.""
Conversely, people with diets high in saturated fats and junk food tended to have increased amyloid in their brain.
Dr Martins said it was too soon to say Alzheimer's was ""type 3 diabetes"", but it was, with more evidence, approaching that stage.
One of the world's largest preventative Alzheimer's drug trials, with centres in the US, Russia and Australia, will start in Perth next year, testing low doses of an insulin-sensitising drug currently used by type 2 diabetics.
Dr Hatherly said it was not yet known if treatment and management of diabetes was enough to reduce the known 50 per cent increased risk for type 2 diabetics back to normal levels.
""It is probably fairly likely that appropriate management of diabetes could reduce the risk of dementia to some extent and it does add emphasis to the importance of managing diabetes for anyone who has been diagnosed,"" he said.
There was substantial evidence, independent of the diabetes link, about the impact of diet on the risk of developing either Alzheimer's disease or another form of dementia, Dr Hatherly said.
""There have been a few studies that have shown people with an unhealthy diet in their middle life (30-50 years) are around 90 per cent more likely to develop dementia than people with a healthy diet in middle age - that is a cautionary story,"" he said.
Conservative estimates, just taking into account the ageing population, predict three million Australians will develop dementia between now and 2050.
""But if we factored in this massive increase in obesity and the very significant increase in diabetes we could be looking at...possibly even twice that number,"" Dr Hatherly said.
",W13N001
"?<text_id=""H16N010"">
PALEO NO DIABETES ANSWER
DEVOTEES of the paleo diet shouldn't bank on it beating type 2 diabetes, with a leading health researcher warning there is no evidence eating like our ancestors improves the condition.
Obesity is a major factor in developing type 2 diabetes and lifestyle interventions, such as diet and exercise, are effective in reducing the risk.
While the caveman diet involves avoiding processed food and refined sugars, it also involves cutting out important sources of fibre and calcium, such as wholegrains and dairy.
Advocates of the diet, including chef Pete Evans, believe it is an effective way to reduce weight and gain glycaemic control, while some people even claim it can get them off their diabetes medication.
Associate Professor Sof Andrikopoulos, a researcher at the University of Melbourne and president of the Australian Diabetes Society, reviewed all the scientific studies on the diet and the condition. He reported his findings in the Medical Journal of Australia.
""The scientific literature says that the paleo is no better than any other diet in limiting weight gain,"" he said. ""In fact, the evidence is that there is no evidence that this diet is good for diabetics."" He advised that people with type 2 diabetes should consult a health professional before going on any diet.
",H16N010
"?<text_id=""A15N014"">
ACN takes action over agency's 'biased' audits
Disputes: Australian Careers Network has begun legal action against the Victorian government over the cancellation of funding contracts for training, alleging audits conducted by the Department of Education and Training were biased, conducted unfairly and were unreasonable.
The Victorian government suspended payment for, and then cancelled, a contract for the provision of diabetes training with ACN subsidiary Consider This Training in June, without giving any public reason for its decision.
At the time, ACN said the cancellation was due to an inquiry into the diabetes training courses across the sector, and there would be no material impact on the company's financial position.
However, filings made at the Supreme Court of Victoria now show the contract was cancelled because auditors suspected ""there had been fraud relating to CTT or the funds, misappropriation of funds by CTT, or that there has otherwise been misleading or deceptive conduct on the part of CTT in connection with (the funding)"".
The audits included student interviews that found ""a significant number of CTT students advised they had not enrolled and/or participated in the training or assessment claimed by CTT"", the court filings show.
Breaches may have also included reporting students had commenced training units before they had, so that ACN would benefit from earlier payment of government funds.
ACN is now pursuing the Victorian government for damages, claiming the interviews, conducted by third-party consultant Protiviti, were improperly conducted.
The company claims it now has 130 signed and witnessed statutory declarations from students, which directly contradict claims made by the Education Department.
""These declarations are all from students who state they were called in the last two rounds of calls from (persons acting on behalf of the department),"" wrote Robert McGregor, a partner at HWL Ebsworth representing ACN.
""It would seem that these students would therefore encompass the 84 students interviewed."" If successful, the claim would be the largest against a vocational education sector regulator.
It was the Victorian government's cancellation of funding contracts with Vocation subsidiaries BAWM and Aspin that led to the near collapse of the former sharemarket darling.
Finding inappropriate enrolments and low-quality training, the Education Department pulled contracts worth nearly $20 million, sending Vocation's share price crashing. Shares now trade at 8.4c.
Despite the company's contract cancellations, ACN's share price has continued to increase, rising 4c yesterday to close at $2.90.
ACN listed at $1.70 on the ASX late last year, raising $54.4m. The company's chief executive, Ivan Brown, declined to comment yesterday, citing legal action, as did the Education Department.
",A15N014
"?<text_id=""A15N009"">
Blood monitor to help diabetics sleep easier
Families are calling on the government to back a trial and provide funding
Daniella Meads-Barlow would have turned 21 this Friday.
Instead, the week the Sydney teenager started her HSC in 2011, her mother walked into the type 1 diabetic's bedroom to find she had died from complications related to the illness.
Ever since, Mrs Meads-Barlow and husband Brian have been on a crusade to ensure other parents don't have to suffer the same fate, setting up the Danii Foundation in memory of their daughter who was a leader of the Australian Girls' Choir.
The couple will travel to Canberra today to urge Health Minister Sussan Ley to consider a broader trial and funding for continuous glucose monitoring technology, which they believe would have saved their daughter's life, and will improve the quality of life of thousands of Australians living with type 1 diabetes.
The disease, for which there is no cure, affects more than 130,000 Australians, is hereditary and, unlike type 2 diabetes, is not caused by lifestyle factors.
Mrs Meads-Barlow said young Australian type 1 diabetics continued to die from what was commonly known as ""dead in bed"" syndrome, because without CGM technology they were reliant on finger-prick blood tests which were invasive, inefficient, and involved sleep disruptions at night.
The syndrome, also known as nocturnal hypoglycaemia, occurs when an accidental spike in insulin causes blood glucose levels to plunge. ""It's happening every day. There was one death in Nowra last week, and one in Canberra a couple of weeks ago,"" Mrs Meads-Barlow said. ""I don't want any more families to walk the road we've walked."" Diabetes Australia estimates the cost to government of managing a type 1 diabetic is $16,000 a year.
CGM technology costs less than $5000, and Mrs Meads-Barlow believes significant taxpayer funds would be saved with its implementation, due to a reduction in hospital admissions and an increase in quality of life.
The technology takes the form of a disk which is inserted into the stomach and connected to an insulin pump and monitor, allowing for constant readings of the patient's blood glucose levels, and immediate alerts if those levels become dangerously high or low.
Type 1 diabetic Emily Joyner, 18, who works for the Danii Foundation, said the technology had changed her life since she started using it 18 months ago.
""Before I had CGM I was having to test my levels 10-15 times a day,"" she said. ""To be able to see what your body's doing throughout a 24-hour period, where before you could only see a snapshot every time you pricked your finger, is so important."" Ms Ley said the federal government was working with health professionals to manage chronic illness through the development of its National Diabetes Strategy and its recently formed Primary Health Care Advisory Group.
",A15N009
